iter	Logloss
163	0.1665639155
164	0.166528849
165	0.1663833726
166	0.1663087745
167	0.1662683031
168	0.1662132563
169	0.1660342278
170	0.1659927493
171	0.1658638354
172	0.1658348186
173	0.1656507317
174	0.1655119572
175	0.1654853773
176	0.1654281568
177	0.1653757702
178	0.1652394569
179	0.1652049536
180	0.1650262473
181	0.164926844
182	0.1648772127
183	0.1648520764
184	0.1646443521
185	0.1645743364
186	0.1645234641
187	0.1643351126
188	0.1643137844
189	0.1641602133
190	0.1637764898
191	0.1635988213
192	0.1635684465
193	0.1635224293
194	0.1634785099
195	0.163451356
196	0.1632469042
197	0.1632247359
198	0.1631989211
199	0.1631769774
200	0.1630887155
201	0.1630642322
202	0.1630457058
203	0.1630294692
204	0.1629336811
205	0.1627278299
206	0.1626931493
207	0.162624547
208	0.1625338438
209	0.1625036225
210	0.1624875523
211	0.1624651661
212	0.1621785099
213	0.1621056374
214	0.1620833931
215	0.1620612778
216	0.162037399
217	0.1620094156
218	0.1619847161
219	0.161944719
220	0.1619229988
221	0.1618910009
222	0.1618691769
223	0.1618443991
224	0.1617561739
225	0.161740011
226	0.161700286
227	0.1616699861
228	0.1616471148
229	0.161623938
230	0.1615754788
231	0.1614279046
232	0.1613970233
233	0.1613781587
234	0.161358532
235	0.1613391137
236	0.1613140943
237	0.1612794609
238	0.1612451995
239	0.1611980932
240	0.16096197
241	0.1609258535
242	0.1608914322
243	0.1608605875
244	0.160764578
245	0.1606244616
246	0.1605341519
247	0.1604853532
248	0.1603664075
249	0.1603474543
250	0.1603145252
251	0.1602537103
252	0.1602289108
253	0.1602095299
254	0.1601928123
255	0.1601750652
256	0.1601407305
257	0.1601145787
258	0.1600922866
259	0.1600568652
260	0.1600394606
261	0.1600230513
262	0.159994775
263	0.159977501
264	0.1599643793
265	0.1599437184
266	0.1599239115
267	0.1598905864
268	0.1598769299
269	0.1598552579
270	0.1597668951
271	0.1597495195
272	0.1597305121
273	0.1597101381
274	0.1596918609
275	0.1596790884
276	0.1595830737
277	0.1595633766
278	0.1595455361
279	0.1595249342
280	0.1595036156
281	0.1594611999
282	0.159427777
283	0.1594086833
284	0.1593384293
285	0.1593144095
286	0.1592439325
287	0.1592105311
288	0.1591935824
289	0.1591758604
290	0.159142873
291	0.159123708
292	0.159104037
293	0.159080078
294	0.1590577009
295	0.1590417705
296	0.1590296343
297	0.159011486
298	0.1589646468
299	0.1589505925
300	0.1589415804
301	0.1589201139
302	0.1589039566
303	0.1588731147
304	0.1588614499
305	0.1588380605
306	0.1587689701
307	0.1587552069
308	0.1587381924
309	0.1587195733
310	0.1586233019
311	0.1585977986
312	0.1584982255
313	0.1584781757
314	0.1584450367
315	0.15842433
316	0.1583976311
317	0.1583061701
318	0.1582938805
319	0.15827674
320	0.1582606014
321	0.158239221
322	0.1582233261
323	0.1582100065
324	0.1581892278
325	0.1581644098
326	0.158150086
327	0.1581312305
328	0.1581126851
329	0.158094148
330	0.1580651548
331	0.1580573547
332	0.1580458319
333	0.1580305192
334	0.1580074822
335	0.1579909098
336	0.1579704091
337	0.1579550442
338	0.1579402038
339	0.1579252983
340	0.1579097859
341	0.1578276967
342	0.1578093056
343	0.1577928314
344	0.1577640699
345	0.1577456604
346	0.157731202
347	0.1577160693
348	0.1576766552
349	0.1576642243
350	0.1576435028
351	0.157626283
352	0.1576064841
353	0.1575931376
354	0.1575699863
355	0.1575505709
356	0.1575163015
357	0.1575043225
358	0.1574604796
359	0.1574461479
360	0.157422739
361	0.1574042048
362	0.1573845913
363	0.1573719314
364	0.1573507031
365	0.1573308684
366	0.157313766
367	0.1573008466
368	0.1572821168
369	0.1572677073
370	0.1572522537
371	0.1572394762
372	0.157218313
373	0.1572030169
374	0.1571903755
375	0.1571719031
376	0.1571561789
377	0.1570615686
378	0.1569815633
379	0.1569604306
380	0.1569426578
381	0.1569228506
382	0.1569023317
383	0.1568865137
384	0.1568763562
385	0.1568629883
386	0.1568473493
387	0.1568267737
388	0.1568138277
389	0.1568017957
390	0.1567835701
391	0.1567561008
392	0.1567393892
393	0.1567165403
394	0.1566777458
395	0.1566622588
396	0.1566453185
397	0.1566213376
398	0.1566084905
399	0.1565906263
400	0.1565691806
401	0.1565591263
402	0.1565437381
403	0.1565322823
404	0.1565179405
405	0.1565008031
406	0.1564871346
407	0.1564696283
408	0.1564537515
409	0.1563743627
410	0.1562987568
411	0.1562821727
412	0.1562675236
413	0.1562530382
414	0.1561324914
415	0.156123928
416	0.1561125661
417	0.1560894037
418	0.1560468086
419	0.1560012471
420	0.155984031
421	0.1559675213
422	0.1559471586
423	0.155862996
424	0.1558471688
425	0.1558314041
426	0.1558148504
427	0.155794728
428	0.1557162211
429	0.1556993292
430	0.1556133603
431	0.1555949415
432	0.1555721325
433	0.1555569179
434	0.1555404487
435	0.155523297
436	0.1555006813
437	0.1554838972
438	0.1554713282
439	0.1554607859
440	0.1554500151
441	0.155441362
442	0.1554236943
443	0.1554034875
444	0.1553555544
445	0.1553398999
446	0.1553221253
447	0.1553088173
448	0.1552857112
449	0.1552724294
450	0.1552554736
451	0.1552436182
452	0.1552191462
453	0.1552058858
454	0.1551901136
455	0.1551746959
456	0.155152131
457	0.1551329349
458	0.1550996632
459	0.1550823132
460	0.1550663804
461	0.1550511179
462	0.1550067525
463	0.1549946102
464	0.154979025
465	0.154971407
466	0.1549144342
467	0.1548969435
468	0.1548811503
469	0.1548701224
470	0.1548281768
471	0.1548135764
472	0.154795418
473	0.154781416
474	0.1547652187
475	0.1547495336
476	0.1547351866
477	0.1547186949
478	0.1547031543
479	0.1546927923
480	0.1546821238
481	0.1546684038
482	0.154619095
483	0.1545949153
484	0.1545273162
485	0.1544530413
486	0.1544347505
487	0.154351735
488	0.1543371417
489	0.1542610995
490	0.1541967485
491	0.1541855382
492	0.1541566749
493	0.1541411988
494	0.1541320876
495	0.1541184164
496	0.1540687024
497	0.1540492063
498	0.1540337511
499	0.1540211984
500	0.1540124275
501	0.1540009518
502	0.1539894583
503	0.1539752296
504	0.1539555778
505	0.1539403558
506	0.1539093924
507	0.1538963841
508	0.1538764063
509	0.1538575052
510	0.1538431471
511	0.1538287064
512	0.153811085
513	0.1538005643
514	0.1537835098
515	0.1537699196
516	0.1537525238
517	0.1537356968
518	0.1537252837
519	0.1537080136
520	0.1536983787
521	0.1536844011
522	0.1536714922
523	0.1536602745
524	0.1536503083
525	0.1536369695
526	0.1536167169
527	0.1536052438
528	0.1535845827
529	0.1535700205
530	0.1535545213
531	0.1535408878
532	0.1535249605
533	0.1535155169
534	0.1534787174
535	0.1534694918
536	0.1534481962
537	0.1534373908
538	0.1534263465
539	0.1534097555
540	0.1533938165
541	0.1533850951
542	0.1533600903
543	0.1533470238
544	0.1533355042
545	0.153327678
546	0.1533121659
547	0.1532992982
548	0.1532881496
549	0.1532490417
550	0.1532333305
551	0.1532132703
552	0.153200905
553	0.1531794458
554	0.1531672265
555	0.1531024054
556	0.1530901159
557	0.1530732406
558	0.1530579146
559	0.153044986
560	0.1530355371
561	0.1530187068
562	0.1530074953
563	0.1529879286
564	0.1529744133
565	0.1529653043
566	0.1529528686
567	0.152932493
568	0.1529156501
569	0.1528974743
570	0.1527437523
571	0.1527267458
572	0.1527075609
573	0.1526938254
574	0.1526808655
575	0.1526632478
576	0.1526500555
577	0.1526232255
578	0.1526101426
579	0.1526004168
580	0.1525876519
581	0.1525760139
582	0.1525606206
583	0.1525444934
584	0.1525319693
585	0.1525235435
586	0.1525072637
587	0.1524950141
588	0.1524804309
589	0.1524702538
590	0.1524588866
591	0.1524392236
592	0.1523849186
593	0.1523703483
594	0.1523600835
595	0.1523468288
596	0.1523306872
597	0.1523193782
598	0.152306224
599	0.1522909574
600	0.1522728726
601	0.152257186
602	0.1522432894
603	0.1522313757
604	0.1522129457
605	0.1522005612
606	0.1521833229
607	0.1521710963
608	0.1521566035
609	0.1521440146
610	0.1521317124
611	0.1521184824
612	0.152107267
613	0.1520886245
614	0.1520724131
615	0.1520608009
616	0.1520515524
617	0.1520371504
618	0.1520261331
619	0.1520170621
620	0.152005187
621	0.1519916385
622	0.1519788888
623	0.1519666302
624	0.1519565762
625	0.1519482708
626	0.1519367044
627	0.1519207775
628	0.1518653245
629	0.1518448122
630	0.1518099187
631	0.1517986495
632	0.1517870312
633	0.151776663
634	0.1517608747
635	0.1517262766
636	0.1517157559
637	0.1516798087
638	0.1516640784
639	0.1516525972
640	0.1516418816
641	0.15160686
642	0.1515956449
643	0.1515788883
644	0.1515673666
645	0.1515576066
646	0.1515439377
647	0.1515306017
648	0.151519915
649	0.1515113978
650	0.1514985177
651	0.1514870766
652	0.1514745239
653	0.151462847
654	0.1514489244
655	0.1514280826
656	0.151419888
657	0.1514097397
658	0.1513957789
659	0.151386616
660	0.1513757148
661	0.1513599751
662	0.1513502777
663	0.1513335948
664	0.1513191228
665	0.1513092495
666	0.1512948224
667	0.1512838761
668	0.1512757202
669	0.1512624997
670	0.1511757438
671	0.1511622107
672	0.1511499916
673	0.1511334693
674	0.1511240352
675	0.1511106959
676	0.1510964362
677	0.151084934
678	0.1510770259
679	0.1510637276
680	0.1510520437
681	0.1510420111
682	0.1510314427
683	0.1510151965
684	0.1510033121
685	0.1509877586
686	0.1509751114
687	0.1509672659
688	0.1509584323
689	0.1509457814
690	0.1509345677
691	0.1509222845
692	0.1509123137
693	0.1508872535
694	0.1508739432
695	0.1508631248
696	0.1508536506
697	0.150840363
698	0.1508223483
699	0.1508087171
700	0.1507908751
701	0.1507710864
702	0.1507606412
703	0.1507492723
704	0.1507396024
705	0.1507278905
706	0.1507145103
707	0.150702828
708	0.150688159
709	0.1506727363
710	0.1506591824
711	0.1506437917
712	0.1506327576
713	0.1506092205
714	0.1505872159
715	0.1505716394
716	0.1505553815
717	0.150549662
718	0.1505417311
719	0.1505325346
720	0.1505209645
721	0.1505093184
722	0.150496828
723	0.1504839268
724	0.1504707482
725	0.1504586397
726	0.1504510453
727	0.1504384058
728	0.1504254012
729	0.1504161348
730	0.1504082437
731	0.1503493578
732	0.1503366411
733	0.1503205923
734	0.1503092052
735	0.1503013962
736	0.1502827182
737	0.1502375133
738	0.1502252432
739	0.1501916854
740	0.1501791787
741	0.150171937
742	0.1501623173
743	0.1501554512
744	0.1501451318
745	0.1501346991
746	0.1501201366
747	0.1501064466
748	0.1500962563
749	0.1500385965
750	0.1500240334
751	0.1500129656
752	0.1500030123
753	0.1499884174
754	0.1499751694
755	0.1499630095
756	0.1499537325
757	0.1499073042
758	0.149848415
759	0.1498344406
760	0.1498198336
761	0.1498059132
762	0.149792064
763	0.1497474069
764	0.1497381227
765	0.1497236537
766	0.1497146195
767	0.1497011592
768	0.1496877574
769	0.1496781816
770	0.1496490204
771	0.1496379376
772	0.1496237531
773	0.1496102273
774	0.1496025716
775	0.1495919293
776	0.149579861
777	0.1495698493
778	0.1495586036
779	0.1495504411
780	0.1495366857
781	0.1495217481
782	0.1495076991
783	0.1494967767
784	0.149483096
785	0.1494714657
786	0.149461261
787	0.1494055602
788	0.1493481411
789	0.149335818
790	0.1493282988
791	0.1492821752
792	0.1492725477
793	0.1492596218
794	0.1492476315
795	0.1492395287
796	0.1492277664
797	0.1492171782
798	0.1492046877
799	0.1491966574
800	0.1491851441
801	0.1491672528
802	0.1491579229
803	0.1491463596
804	0.1491012107
805	0.1490861729
806	0.1490716016
807	0.1490570904
808	0.149046595
809	0.1490390596
810	0.1490269954
811	0.1490182995
812	0.1490083611
813	0.1489828381
814	0.1489308058
815	0.1489134821
816	0.148905093
817	0.1488948477
818	0.1488844234
819	0.1488409393
820	0.1488217124
821	0.1488053144
822	0.1487903663
823	0.148778699
824	0.1487721171
825	0.1487615954
826	0.1487525186
827	0.1487438467
828	0.1487305731
829	0.1487190346
830	0.1487054031
831	0.1486914895
832	0.1486771719
833	0.1486623979
834	0.1486522622
835	0.1486437062
836	0.1486292773
837	0.1486179177
838	0.1486107783
839	0.1486019315
840	0.1485819608
841	0.1485715434
842	0.1485634092
843	0.1485516081
844	0.1485417858
845	0.1485319264
846	0.1485198478
847	0.1485044225
848	0.1484958507
849	0.1484830427
850	0.1484693701
851	0.1484574079
852	0.1484465729
853	0.1484347996
854	0.1484256432
855	0.1484093987
856	0.1484016855
857	0.1483892107
858	0.1483827628
859	0.1483725412
860	0.1483604791
861	0.1483521619
862	0.148342254
863	0.148326565
864	0.1483153652
865	0.1483065202
866	0.1482930536
867	0.1482777199
868	0.1482691489
869	0.1482607486
870	0.1482502675
871	0.1482384576
872	0.1482268464
873	0.1482138406
874	0.1482024532
875	0.1481889609
876	0.1481777047
877	0.1481694221
878	0.1481594965
879	0.1481510666
880	0.1481356957
881	0.1481250979
882	0.1481120519
883	0.1481045396
884	0.1480930515
885	0.1480817008
886	0.1480660872
887	0.1480564501
888	0.1480499399
889	0.1480338231
890	0.1480261494
891	0.1480102898
892	0.1479988248
893	0.1479861425
894	0.1479732675
895	0.1479614699
896	0.1479495364
897	0.1479343995
898	0.1479260524
899	0.1479190198
900	0.1479077258
901	0.1478678471
902	0.1478558801
903	0.1478438133
904	0.147834418
905	0.1478229234
906	0.1478137113
907	0.1478019777
908	0.1477959921
909	0.147752658
910	0.1477423303
911	0.1477339923
912	0.1477210497
913	0.1477123924
914	0.1476966344
915	0.1476863469
916	0.1476762705
917	0.1476596041
918	0.1476503964
919	0.1476393531
920	0.1476280217
921	0.1476190404
922	0.1476071027
923	0.1475963951
924	0.1475764067
925	0.1475634319
926	0.1475521211
927	0.1475406178
928	0.1475307603
929	0.1475204555
930	0.1475131568
931	0.1475022365
932	0.1474916602
933	0.1474827954
934	0.1474761299
935	0.1474659035
936	0.1474590226
937	0.1474518485
938	0.1474417195
939	0.147433164
940	0.1474072747
941	0.1473973589
942	0.1473869044
943	0.1473734382
944	0.147362796
945	0.1473558645
946	0.1473461062
947	0.147334118
948	0.1473261795
949	0.1473154467
950	0.1473033697
951	0.1472905063
952	0.1472877345
953	0.1472783933
954	0.1472665206
955	0.1472554982
956	0.1472394206
957	0.1472308608
958	0.147220628
959	0.1472131285
960	0.1472023861
961	0.1471945867
962	0.1471850403
963	0.147172771
964	0.1471614032
965	0.1471513282
966	0.1471176969
967	0.1471059437
968	0.1470892659
969	0.1470775301
970	0.1470690349
971	0.1470542184
972	0.1470460409
973	0.1470327688
974	0.147023712
975	0.1469867453
976	0.1469807758
977	0.1469693721
978	0.1469618038
979	0.1469500969
980	0.1469429504
981	0.1469314538
982	0.1469216156
983	0.1469110235
984	0.1468968159
985	0.1468864328
986	0.1468706466
987	0.1468606668
988	0.1468504567
989	0.1468376122
990	0.1468254018
991	0.1468130475
992	0.1468040591
993	0.1467910503
994	0.146780237
995	0.1467679028
996	0.1467586411
997	0.1467470545
998	0.1467337575
999	0.14671828
